meeting_id,venue,wg,topic
RAN1_116b,"Hunan Province, China",RAN WG1,Evaluation assumptions for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,MBS Enhancements and DCI Format Specifications
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,ISAC Channel Modeling
RAN1_118b,"Maastricht, Netherlands",RAN WG4,IoT NTN Phase 3 Core Specifications
RAN1_119,"Orlando, FL, USA",TSG-RAN WG1,R19 NES Common Signalling Adaptation
RAN1_117,"Fukuoka, Japan",RAN WG1,Ambient IoT in NR
RAN1_116b,"Changsha, China",RAN WG1,AI/ML-based CSI Compression
RAN1_116b,"Changsha, China",RAN WG1,9.4.2.3 Downlink/Uplink Channel Aspects for A-IoT
RAN1_119,"Orlando, US",RAN WG1,Draft Agenda for 3GPP TSG RAN WG1 #119
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,9.2.4: Enhancement for asymmetric DL sTRP/UL mTRP scenarios
RAN WG1 #118bis,"Hefei, China",RAN WG1,Maintenance on Rel-18 work items - MBS
RAN1_118b,"Hefei, China",RAN WG1,Agenda Item 5: Physical Layer Specifications
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR MIMO Phase 5 CSI Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,ISAC Channel Modelling
RAN1_116,"Athens, Greece",RAN1,Physical layer protocol enhancements
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Artificial Intelligence (AI)/Machine Learning (ML) for NR Air Interface
RAN1_119,"Orlando, US",RAN WG1,UL capacity enhancements for IoT NTN
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Zenith Angle Value Range for SLPP Agreements
RAN1_117,"Fukuoka City, Fukuoka, JP",RAN WG1,Channel modeling enhancements for 7-24 GHz
RAN1_116,"Athens, Greece",RAN WG1,7.1 SRS Transmission Configuration
RAN1_119,"Orlando, US",RAN WG1,AI-based Beam Management Specifications
RAN1_119,"Orlando, USA",RAN WG1,Deployment scenarios for integrated sensing and communication with NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS operation in connected modes
RAN1_117,"Fukuoka, Japan",RAN WG1,7-24GHz channel model extension
RAN1_116b,"Changsha, China",RAN WG1,SBFD operation and procedures
RAN1_116,"Athens, Greece",RAN WG1,UE features for eRedCap
RAN1_116b,"Changsha, China",RAN WG1,Power Control Enhancements for Multi-TRP Deployments
RAN1_118,"Maastricht, NL",RAN WG1,Physical Layer Procedures
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR mobility enhancements and MAC CE specifications
RAN1_116,,RAN WG1,ISAC Channel Modeling
RAN1_118b,"Hefei, China",RAN WG1,Channel modelling enhancements for 7-24 GHz
RAN1_118b,"Hefei, China",RAN WG1,AIoT Physical Layer Design
RAN1_118b,"Hefei, China",RAN WG1,Channel model validation for 7-24 GHz
RAN1_116,"Athens, Greece",RAN WG1,9.1.3.2 - CSI compression enhancements
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 NR Sidelink Evolution Maintenance
RAN1_119,"Orlando, US",RAN WG1,NR MIMO Phase 5 UE Features
RAN1_118,"Maastricht, NL",RAN WG1,NR-NTN Downlink Coverage Enhancement
RAN1_118b,"Hefei, China",RAN WG1,NR Pre-Rel18 Maintenance
RAN1_119,"Orlando, USA",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN1_116,"Athens, Greece",RAN WG1,Physical layer protocol development
RAN1_119,"Orlando, US",RAN WG1,9.3.2
RAN1_118b,"Hefei, China",RAN WG1,AI/ML-based positioning enhancements for 5G NR
RAN1_118b,"Heifei, China",RAN WG1,NR Duplex Evolution
RAN1_118,"Maastricht, Netherlands",RAN WG1,Agenda Item 7: RAN1 agreements for Rel-17 NR RedCap
RAN1_118b,"Hefei, China",RAN WG1,Agenda Item 9.1.3: Specification support for CSI prediction
RAN1_118b,"Hefei, Anhui Province, China",RAN WG1,LP-WUS operation in IDLE/INACTIVE mode
RAN1_118b,"Hefei, China",RAN WG1,Data Block Sizes for AIoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,ISAC Channel Modeling
RAN1_116b,"Changsha, China",RAN WG1,Physical layer protocol discussion
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,MCS table configuration for multicast PDSCH in RRC_INACTIVE mode
RAN1_116,"Athens, Greece",RAN WG1,7.1
RAN1_118,"Maastricht, Netherlands",RAN WG1,Physical layer specifications for radio access technologies
RAN1_117,"Fukuoka, Japan",RAN WG1,Resource Allocation for SL PRS
RAN1_119,"Hefei, China",RAN WG2,Radio interface protocols
RAN1_118,"Maastricht, NL",RAN WG1,Rel-17 RedCap enhancements and corrections
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 NES Enhancements
RAN1_116b,"Athens, Greece",SA2,System Architecture for Energy Efficiency
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Design for NR Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Physical Layer Standardization
RAN1_116b,"Changsha, China",RAN WG1,Rel-19 Ambient IoT Frame Structure
RAN1_118,"Maastricht, NL",RAN WG1,UL Capacity Enhancement for NR NTN
RAN1_116,"Athens, Greece",TSG-RAN WG1,NR physical layer enhancements
RAN1_118b,"Hefei, Anhui, China",RAN WG1,NR Physical Layer Enhancements
RAN1_116,"Athens, Greece",RAN WG1,NR Positioning Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR NTN enhancements for RedCap/eRedCap
RAN1_116,"Athens, Greece",RAN WG1,9.4.1.2 Device architectures for Ambient IoT
RAN1_119,"Orlando, US, November 18th–22nd, 2024",RAN WG1,NR-NTN Uplink Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,9.1.3.1 - CSI feedback enhancement
RAN1_116,"Athens, Greece",RAN WG1,"February 26th – March 1st, 2024 plenary discussions"
RAN1_119,"Hefei, CN",RAN WG1,NR MIMO Phase 5 Enhancements
RAN1_119,"Orlando, Florida, USA",RAN WG1,ISAC Channel Modeling
RAN1_118b,"Hefei, China",RAN WG1,NR NTN Downlink Coverage Enhancements
RAN1_118b,"Hefei, China",RAN WG1,PHY Layer Specifications for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,5G NR Enhancements
RAN1_116b,"Changsha, China",RAN WG1,Rel-19 ISAC deployment scenarios
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,XR enhancements for NR Phase 3
RAN1_118,"Maastricht, Netherlands",RAN WG1,Physical layer specifications for NR and LTE
RAN1_119,"Orlando, USA",RAN WG1,Enhancements for XR during RRM measurements
RAN1_118b,"Hefei, China",RAN WG1,DL/UL Physical Channels Design for Ambient IoT
3GPP TSG RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 TEI Proposals
RAN1_119,"Orlando, USA",RAN WG1,NR Multicarrier Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,NR NTN Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Positioning Enhancements for Rel-18
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.3: Downlink and uplink channel/signal design for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,AI/ML based beam management
RAN1_119,"Orlando, US",RAN WG1,Sidelink enhancements
RAN1_119,"Orlando, US",RAN WG2,CB-msg3 EDT in IDLE state
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Maintenance on Release 18 Work Items
RAN1_116b,"Changsha, China",RAN WG1,AI/ML for NR Physical Layer Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,CSI enhancements for NR MIMO Phase 5
RAN1_119,"Orlando, US",RAN WG1,Agenda Item 5: OCC for CB-msg3 NPUSCH
RAN1_118b,"Hefei, China",RAN WG1,NTN Enhancements for RedCap Devices
RAN1_116b,"Changsha, China",RAN WG1,SRS BW aggregation impact analysis
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR MIMO Evolution for DL and UL
RAN1_119,"Orlando, US",RAN WG1,LP-WUS and LP-SS Physical Layer Design
RAN1_117,"Fukuoka, Japan",RAN WG1,LP-WUS and LP-SS design for NR Release 19
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR Duplex Evolution
RAN1#119,Hybrid (Online/Offline),RAN WG1,5G-Advanced Standardization
RAN1_117,"Fukuoka, Japan",RAN WG1,Ambient IoT Solutions
RAN1_118b,"Hefei, China",RAN WG1,Physical layer specifications for NR and IoT technologies
RAN1_116,"Athens, Greece",RAN WG1,Study on channel modelling for Integrated Sensing And Communication (ISAC) for NR
RAN1_118b,"Hefei, China",RAN WG1,3GPP NR physical layer specifications
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML for CSI Enhancements
RAN1_118b,"Hefei, China",RAN WG1,9.5.2 On-demand SI delivery mechanisms
RAN1_116,"Athens, Greece",RAN WG1,MIMO Phase 5 Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR Multi-Cell Scheduling Enhancements
RAN1_119,"Orlando, US",RAN WG1,AIoT Frame Structure Standardization
RAN1_117,"Fukuoka, Japan",RAN WG1,NR Physical Layer Specifications
RAN1_118,"Maastricht, Netherlands",TSG-RAN WG1,NR Positioning Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 LTE UE Features Finalization
RAN1_116,"Athens, Greece",RAN WG1,Enhancements of network energy savings for NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancements for UE-initiated beam management
RAN1_119,"Orlando, US",RAN WG1,Physical layer specifications for NR
RAN1_117,"Fukuoka, Japan",RAN WG1,AI/ML-Based Positioning Design
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 Study Items
RAN1_117,"Fukuoka, JP",RAN WG1,Enhancements for XR in NR
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Physical layer protocol specifications
RAN1_118b,"Hefei, China",RAN WG1,NTN and RedCap Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Discussion on frame structure and timing aspects
RAN1_116,"Athens, Greece",RAN WG1,Maintenance on Further NR Mobility Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR NTN Phase 3 Enhancements
RAN1_119,"Orlando, US",RAN WG1,Enhancements for CLI handling
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS/WUR Standardization
RAN1_116,"Athens, Greece",RAN WG1,R18 MBS Maintenance
RAN1_116,"Athens, Greece",RAN WG1,3GPP TS 38.213 CR - Rel-18 RedCap Enhancements
RAN1_119,"Orlando, USA",RAN WG1,Physical layer specifications for NR and LTE
RAN1_118b,"Hefei, Anhui, China",RAN WG1,AI/ML for Beam Management
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Waveform characteristics for Ambient IoT carrier waves
RAN1_116,"Athens, Greece",RAN WG1,IoT NTN Enhancements Maintenance
RAN1_119,,RAN WG1,Radio Layer 1 Specifications
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Sidelink Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR_MC_Enh-Core (Rel-18)
RAN1_117,"Fukuoka, Japan",RAN WG1,NR-NTN downlink coverage enhancement
RAN1_119,"Orlando, US",RAN WG1,3-antenna-port uplink transmission enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,Channel Model Validation for 7-24 GHz
RAN1_119,"Orlando, US",RAN WG1,Ambient IoT Channel/Signal Design
RAN1_118,"Maastricht, Netherlands",RAN WG1,Ambient IoT Device Architectures
RAN1_118,"Maastricht, NL",RAN WG1,Rel-19 SBFD enhancements
RAN1_116,"Athens, Greece",RAN WG1,8.10 Uplink Coverage Enhancement
RAN1_116b,"Changsha, China",TSG-RAN WG1,UL codebook enhancements for 3TX UEs
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN1,NR Physical Layer Enhancements
RAN1_119,"Orlando, US",RAN WG1,IoT-NTN UL Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,9.4.2.2 - Ambient IoT
RAN1_116,"Athens, Greece",RAN1,Physical layer enhancements
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS Operation in IDLE/INACTIVE Modes
RAN1_118b,"Hefei, China",RAN WG1,NR-NTN Uplink Enhancements
RAN1_116,"Athens, Greece",RAN WG1,SBFD and CLI Handling
RAN WG1 #119,"Orlando, US",RAN WG1,Study on solutions for Ambient IoT in NR
RAN1_116b,"Changsha, China",RAN WG1,NR-NTN Phase 3 Enhancements
RAN1_118,"Maastricht, The Netherlands",TSG-RAN WG1,NR MBS and feMIMO specification updates
RAN1_116b,"Changsha, China",RAN WG1,Physical layer procedures
RAN1_119,"Orlando, USA",RAN WG1,NR Ambient IoT Frame Structure and Timing
RAN1_116b,"Changsha, China",RAN WG1,NR Physical Layer Enhancements
RAN1_118b,"Hefei, China",RAN WG1,IoT-NTN TDD Mode Configuration
RAN1_116b,"Changsha, China",RAN WG1,Enhancement for asymmetric DL sTRP/UL mTRP scenarios
RAN1_119,"Orlando, USA",RAN WG1,ISAC Channel Model Evaluation
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS and LP-SS design for Rel-19
RAN1_118b,"Hefei, People’s Republic of China",TSG-RAN WG1,NR-NTN Specifications
RAN1_118b,"Hefei, China",RAN WG1,NR MIMO enhancements and physical layer specifications
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Channel Modelling for Integrated Sensing and Communications
RAN1_118,"Berlin, Germany",5GAA WG4,ISAC Automotive Use Cases
RAN1_119,"Orlando, US",RAN WG1,Ambient-IoT Device Architectures
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Discussion on TCI state application in LTM Cell Switch Command MAC CE
RAN1_119,"Orlando, US",RAN WG1,Multi-carrier Enhancements for NR
RAN1_118b,"Hefei, China",RAN WG1,NR/NTN Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Evaluation assumptions for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,5G NR enhancements
RAN1_116,"Athens, Greece",TSG-RAN WG1,LP-WUS Operation in CONNECTED Mode
RAN1_116,"Athens, Greece",RAN WG1,Measurements and reporting for SL positioning
RAN1_116,"Athens, Greece",RAN WG1,Physical layer design for NR enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Positioning accuracy enhancements for AI/ML
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Study on channel modelling enhancements for 7-24GHz for NR
RAN1_118,"Maastricht, NL",RAN WG1,Rel-19 Network Energy Saving Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR NTN Phase 3 Work Item Discussions
RAN1_116b,"Changsha, China",RAN WG1,CSI enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,NR UE Power Saving Enhancements
RAN1_118b,"Hefei, China",TSG-RAN WG1,Agenda Item 9.4.2.2: Ambient IoT Frame Structure and Timing
RAN WG1 #118bis,"Hefei, China",RAN WG1,Pre-Rel-18 NR Maintenance
RAN1_118b,"Hefei, China",RAN WG1,Further consideration on downlink coverage enhancement for NR NTN
RAN1_118b,"Hefei, China",RAN WG1,Maintenance on Rel-18 work items – Mobility Enhancement
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Rel-19 NR MIMO Phase 5 Enhancements
RAN1_116b,"Changsha, China",RAN WG1,Evolution of NR Duplex Operation
RAN1_116,"Athens, Greece",RAN WG1,Physical layer protocol specification
RAN1_118,"Maastricht, NL",RAN WG1,Physical layer design for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 Ambient IoT Standardization
RAN1_116,"Athens, Greece",RAN WG1,NR Air Interface
RAN1#119,RAN1 meeting room locations,RAN WG1,RAN1#119 Session Schedule
RAN1_118b,"Hefei, China",RAN WG1,Rel-18 NR Feature Finalization
RAN1_116b,,RAN WG1,Sidelink Specifications
RAN1_116,"Athens, Greece",RAN WG1,RAN1 Impacts on RACH-less Handover
RAN1_118,"Maastricht, NL",RAN WG1,SBFD Tx/Rx/measurement procedures
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,Rel-17 Editorial Corrections
RAN1_118,"Maastricht, Netherlands",RAN WG1,CSI-RS EPRE issues for R18 NES
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Positioning Enhancements
RAN1_119,"Orlando, US",RAN WG1,Channel Model Enhancements
RAN1_118b,"Hefei, China",RAN WG1,PUCCH cancellation due to A-SRS
RAN1_118,"Maastricht, Netherlands",RAN WG1,Radio Access Network standardization
RAN1_116,"Athens, Greece",RAN WG1,NTN above 10GHz support
RAN1_118,"Maastricht, NL",RAN WG1,Rel-18 NR UE Features
RAN1_116,"Athens, GR",RAN WG1,NR-NTN downlink coverage enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,UE-initiated beam management
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Downlink and uplink channel/signal aspects for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS Operation in IDLE/INACTIVE Mode
RAN1_117,"Fukuoka, Japan",RAN WG1,Rel-19 NR MIMO Enhancements
RAN1_119,"Orlando, US",RAN WG1,Radio Access Network Standardization
RAN1_118b,"Hefei, China",RAN WG1,IoT NTN enhancements
RAN1_118,Electronic meeting,RAN1,NR Physical Layer Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AI/ML-based Positioning Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR mobility enhancements and CSI reporting
RAN1_118,"Maastricht, Netherlands",RAN WG1,9.4.2.3: Downlink and uplink channels/signals for A-IoT
RAN1_118,"Maastricht, The Netherlands",RAN WG1,UL synchronization for IoT NTN
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,ML based Beam Management
RAN1_119,"Orlando, USA",RAN WG1,On-demand SSB SCell operation for NES
RAN1_118b,"Hefei, China",RAN WG1,IoT-NTN TDD Mode Design
RAN1_116b,"Changsha, Hunan, China",RAN WG1,AI/ML for NR Air Interface
RAN1_119,"Orlando, US",RAN WG1,NR-NTN Physical Layer Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 UE Feature Standardization
RAN1_118,"Maastricht, Netherlands",RAN WG1,UL capacity enhancements for IoT NTN
RAN1_116,"Athens, Greece",RAN WG1,LP-WUS configuration and operation
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 Ambient IoT Evaluation
RAN1_118b,Hefei,RAN WG1,NR Sidelink Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Rel-16 Maintenance
RAN1_116,"Athens, Greece",RAN WG1,NR Physical Layer Enhancements for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Channel model enhancements for 7-24GHz
RAN1_118,"Maastricht, NL",RAN WG1,XR Enhancements during RRM
RAN1_118,"Maastricht, NL",RAN WG1,SBFD Tx/Rx/measurement aspects
RAN1_116b,"Changsha, China",RAN WG1,NR NTN and RedCap enhancements
RAN1_119,"Orlando, USA",RAN WG1,Agenda Item 9.6.2: LR and MR operating frequencies
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR-NTN enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,A-IoT Channel/Signal Design
RAN1_116,"Athens, Greece",RAN WG1,NR MBS Core Specifications
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancements of network energy savings for NR
RAN1_118,"Maastricht, The Netherlands",RAN WG1,9.2.2 CSI enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,XR Enhancements for NR
RAN1_117,"Fukuoka city, Fukuoka, Japan",RAN WG1,CSI enhancements for NR MIMO Phase 5
RAN1_116,"Athens, Greece",RAN WG1,Ambient IoT Architectures
RAN1_119,"Orlando, US",RAN WG1,IoT-NTN TDD Mode Evaluation
RAN1_118b,"Hefei, China",RAN WG1,NR duplex evolution
RAN1_118b,"Hefei, China",RAN WG1,NR-NTN Uplink Capacity/Throughput Enhancement
RAN1_118b,"Hefei, China",RAN WG1,Timing Advance configuration in regenerative payloads
RAN1_118,"Maastricht, Netherlands",RAN WG1,SL positioning synchronization
RAN1_116b,"Athens, GR",RAN WG4,Rel-18 UE feature list finalization
RAN1_118,"Maastricht, Netherlands",RAN WG1,Uplink synchronization for IoT NTN
RAN1_116,"Athens, Greece",RAN WG1,Frame Structure and Timing Aspects for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,AI/ML for CSI Prediction
RAN1_116b,"Athens, Greece",RAN WG2,Radio interface architecture
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Enhanced Type II CSI Reporting in Rel-16
RAN1_116b,"Changsha, China",RAN WG1,Radio Access Network Technologies
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 ISAC Channel Modeling
RAN1_119,"Orlando, US",RAN WG1,SBFD TX/RX/measurement procedures
RAN1_118,"Jeju, South Korea",SA2,Ambient IoT Architecture Requirements
RAN1_119,"Orlando, USA",RAN WG1,AI/ML Positioning Support
RAN1_119,"Orlando, US",RAN WG1,Ambient IoT receiver sensitivity specifications
RAN1_118,"Maastricht, NL",RAN WG1,Co-channel coexistence for LTE/NR sidelink
RAN1_119,"Orlando, US",RAN WG1,Physical Layer Specifications for NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-19 MIMO enhancements
RAN1_119,"Orlando, Florida, USA",RAN WG1,Channel model enhancements for 7-24GHz
RAN1_118,"Maastricht, NL",RAN WG1,Enhancements for NR MIMO in Rel-19
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,IoT-NTN enhancements
RAN1_116,"Athens, Greece",RAN WG1,NR Coverage Enhancements Maintenance
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 Ambient IoT Frame Structure
RAN1_118,"Maastricht, NL",RAN WG1,On-demand SSB operation on SCell
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Frame structure and timing aspects for Ambient IoT
RAN1_118,"Maastricht, The Netherlands",RAN WG1,NR physical layer enhancements
RAN1_118b,"Hefei, China",RAN WG1,NR MIMO Evolution DL and UL Core
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,AI/ML model and data handling
RAN1_116,"Athens, Greece",RAN WG1,AIoT Device Architecture
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 Study on Solutions for Ambient IoT in NR
RAN1_118b,"Hefei, China",RAN WG1,Physical layer enhancements for NR RedCap and LP-WUR
RAN1_119,"Orlando, USA",RAN WG1,Rel-19 NES Features
RAN1_119,"Orlando, US",RAN WG1,Study of Ambient IoT devices architecture
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Channel modelling enhancements for 7-24GHz
RAN1_119,"Orlando, US",RAN WG1,Collision between SSB and RA occasion handling for LTM
RAN1_118,"Maastricht, NL",RAN WG1,Agenda Item 9.6.1: LP-WUS/LP-SS Design
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NTN enhancements and specification alignment
